Species,Class,Sex,Parameter,Mean,SD,Lower,Upper
Anas hottentota,Aves,Male,b1,0.489512064,0.099398265,0.314181231,0.703334564
Podargus strigoides,Aves,Female,a0,-1.387793623,0.420889677,-2.214416289,-0.568219795
Podargus strigoides,Aves,Female,a1,4.544562276,2.759041579,1.323156672,11.84685429
Podargus strigoides,Aves,Female,c,0.035748123,0.010840704,0.008604754,0.052622411
Podargus strigoides,Aves,Female,b0,-6.021002616,1.244864381,-8.702321989,-3.920387628
Podargus strigoides,Aves,Female,b1,0.18108509,0.053836423,0.088739176,0.291954547
Podargus strigoides,Aves,Male,a0,-0.772389382,0.329294826,-1.450279622,-0.153923177
Podargus strigoides,Aves,Male,a1,8.186149482,2.341170307,4.237977986,13.36452758
Podargus strigoides,Aves,Male,c,0.03067032,0.003804413,0.022746409,0.038003916
Podargus strigoides,Aves,Male,b0,-8.773137523,1.4035848,-11.68483318,-6.255552754
Podargus strigoides,Aves,Male,b1,0.283182531,0.058409373,0.177213912,0.401938067
Spheniscus demersus,Aves,Female,a0,-2.181094337,0.109332074,-2.400076318,-1.971746238
Spheniscus demersus,Aves,Female,a1,1.128189801,0.170150961,0.827213384,1.491460905
Spheniscus demersus,Aves,Female,c,0.041478304,0.00254793,0.035802282,0.046003304
Spheniscus demersus,Aves,Female,b0,-8.971267644,1.455679643,-12.39146305,-6.615759533
Spheniscus demersus,Aves,Female,b1,0.248476359,0.054096651,0.159560556,0.37461555
Spheniscus demersus,Aves,Male,a0,-1.863319889,0.101578935,-2.062016409,-1.6654377
Spheniscus demersus,Aves,Male,a1,1.41529945,0.196855885,1.069487569,1.827256709
Spheniscus demersus,Aves,Male,c,0.036051062,0.001740769,0.032432629,0.03917595
Spheniscus demersus,Aves,Male,b0,-8.920902927,0.741877239,-10.43866159,-7.582006518
Spheniscus demersus,Aves,Male,b1,0.261921694,0.028790071,0.209265044,0.320577075
Liocichla omeiensis,Aves,Female,a0,-0.762049322,0.570740959,-1.99624119,0.195757466
Liocichla omeiensis,Aves,Female,a1,7.735588812,2.963240514,2.507489722,13.95162443
Liocichla omeiensis,Aves,Female,c,0.122599388,0.026149373,0.049558739,0.162629336
Liocichla omeiensis,Aves,Female,b0,-7.570259833,2.883930463,-14.03776096,-2.899460357
Liocichla omeiensis,Aves,Female,b1,0.392206147,0.212321518,0.04747908,0.843153005
Liocichla omeiensis,Aves,Male,a0,-0.507739303,0.471323493,-1.525448438,0.324726283
Liocichla omeiensis,Aves,Male,a1,8.326228724,2.888423823,3.123613106,14.14546
Liocichla omeiensis,Aves,Male,c,0.098684229,0.023178414,0.041867744,0.135658923
Liocichla omeiensis,Aves,Male,b0,-6.280487538,1.831871613,-10.35913139,-3.269638382
Liocichla omeiensis,Aves,Male,b1,0.386662001,0.136646891,0.151569774,0.683074181
Garrulax formosus,Aves,Female,a0,-2.241020004,0.908239295,-4.076886334,-0.577722147
Garrulax formosus,Aves,Female,a1,3.979524211,3.008556512,0.258595676,11.56681443
Garrulax formosus,Aves,Female,c,0.124056465,0.037033797,0.033713348,0.187050455
Garrulax formosus,Aves,Female,b0,-7.414157708,3.133982678,-14.54844288,-2.763466045
Garrulax formosus,Aves,Female,b1,0.290913703,0.182291632,0.024300112,0.708683802
Garrulax formosus,Aves,Male,a0,-0.3614554,0.635895905,-1.765325364,0.738767029
Garrulax formosus,Aves,Male,a1,2.659868435,1.768341408,0.696752977,7.494297108
Garrulax formosus,Aves,Male,c,0.11718246,0.035362735,0.031568546,0.176636595
Garrulax formosus,Aves,Male,b0,-7.947443113,3.337785152,-15.28324339,-2.933645821
Garrulax formosus,Aves,Male,b1,0.282265316,0.187436491,0.02125149,0.727999569
Garrulax milnei,Aves,Female,a0,0.385426172,0.344307294,-0.316419513,1.017503605
Garrulax milnei,Aves,Female,a1,8.725734528,2.556498492,4.356187721,14.22966979
Garrulax milnei,Aves,Female,c,0.113432886,0.026886805,0.038470142,0.149525098
Garrulax milnei,Aves,Female,b0,-7.174680038,3.279584042,-14.73266668,-2.687579492
Garrulax milnei,Aves,Female,b1,0.133558348,0.100912093,0.00745783,0.385967678
Garrulax milnei,Aves,Male,a0,-1.178256531,0.683652369,-2.732985207,-0.067748064
Garrulax milnei,Aves,Male,a1,6.902018755,2.883260789,1.897619328,13.21581181
Garrulax milnei,Aves,Male,c,0.087738697,0.032752211,0.013009763,0.139554447
Garrulax milnei,Aves,Male,b0,-5.439945466,2.35785499,-11.48651603,-2.578027682
Garrulax milnei,Aves,Male,b1,0.182514927,0.109406073,0.030954297,0.436817007
Panurus biarmicus,Aves,Female,a0,-2.856632422,0.772758354,-4.478102494,-1.427379567
Panurus biarmicus,Aves,Female,a1,4.452514485,3.495791728,0.051229837,12.24874409
Panurus biarmicus,Aves,Female,c,0.298208814,0.048167746,0.155138809,0.363064612
Panurus biarmicus,Aves,Female,b0,-8.227483433,3.474326195,-15.67420173,-2.457941921
Panurus biarmicus,Aves,Female,b1,0.239626943,0.198320382,0.007529034,0.732765513
Panurus biarmicus,Aves,Male,a0,-2.50772098,0.752101334,-4.130449478,-1.17101942
Panurus biarmicus,Aves,Male,a1,3.759843191,3.008786332,0.175010114,11.34618789
Panurus biarmicus,Aves,Male,c,0.263264583,0.052252343,0.114669713,0.329188735
Panurus biarmicus,Aves,Male,b0,-6.999278647,3.198929503,-14.50484101,-2.060635156
Panurus biarmicus,Aves,Male,b1,0.29425304,0.197212252,0.014877044,0.752652536
Branta canadensis,Aves,Female,a0,-2.577497009,0.648565472,-3.94800271,-1.436761139
Branta canadensis,Aves,Female,a1,6.025112724,2.948275565,1.397278601,12.71370621
Branta canadensis,Aves,Female,c,0.026092125,0.014236731,0.001817019,0.052453137
Branta canadensis,Aves,Female,b0,-4.269632906,0.773171814,-6.105609228,-3.250647017
Branta canadensis,Aves,Female,b1,0.106019338,0.03380025,0.057270621,0.18483712
Branta canadensis,Aves,Male,a0,-1.054144142,0.44535661,-1.994571877,-0.251843192
Branta canadensis,Aves,Male,a1,8.171732204,2.72064916,3.428978449,14.01355464
Branta canadensis,Aves,Male,c,0.02630952,0.012792467,0.002655808,0.049668037
Branta canadensis,Aves,Male,b0,-4.562333785,0.77663176,-6.408355941,-3.463925323
Branta canadensis,Aves,Male,b1,0.141907139,0.038735564,0.082926931,0.231843767
Pelecanus crispus,Aves,Female,a0,-2.981158327,0.574617968,-4.111661083,-1.872084197
Pelecanus crispus,Aves,Female,a1,3.773316455,3.308576376,0.240040595,12.09499892
Pelecanus crispus,Aves,Female,c,0.03179033,0.005914108,0.016212849,0.039896152
Pelecanus crispus,Aves,Female,b0,-8.119723347,1.829217361,-12.48231139,-5.171325661
Pelecanus crispus,Aves,Female,b1,0.181297649,0.059149133,0.085263063,0.320907443
Pelecanus crispus,Aves,Male,a0,-1.619797327,0.458082026,-2.62629921,-0.77543182
Pelecanus crispus,Aves,Male,a1,9.568672982,2.795794489,4.512116354,15.38699523
Pelecanus crispus,Aves,Male,c,0.028456607,0.002594919,0.02311892,0.033448063
Pelecanus crispus,Aves,Male,b0,-10.12712513,1.94274931,-14.29414114,-6.882637472
Pelecanus crispus,Aves,Male,b1,0.247342953,0.064968312,0.138254056,0.38609457
Phalacrocorax carbo,Aves,Female,a0,-2.368483702,0.577547871,-3.609015387,-1.300702207
Phalacrocorax carbo,Aves,Female,a1,2.982076773,2.747346154,0.361194646,10.25044573
Phalacrocorax carbo,Aves,Female,c,0.058225546,0.013003067,0.023089813,0.076347694
Phalacrocorax carbo,Aves,Female,b0,-7.515088763,2.199574242,-12.64841245,-3.941804695
Phalacrocorax carbo,Aves,Female,b1,0.230521036,0.09429925,0.078080531,0.445310555
Phalacrocorax carbo,Aves,Male,a0,-1.258957654,0.450695586,-2.23613474,-0.416820801
Phalacrocorax carbo,Aves,Male,a1,4.204484526,2.13995322,1.254669649,9.715220553
Phalacrocorax carbo,Aves,Male,c,0.052527003,0.006677518,0.038226152,0.064404366
Phalacrocorax carbo,Aves,Male,b0,-8.35649173,1.96139195,-12.75747454,-5.241152326
Phalacrocorax carbo,Aves,Male,b1,0.253229779,0.084955422,0.115200254,0.439629948
Chrysolophus pictus,Aves,Female,a0,-3.466911584,0.670886091,-4.894763401,-2.267963594
Chrysolophus pictus,Aves,Female,a1,6.148897738,3.83055989,0.082383824,13.95242806
Chrysolophus pictus,Aves,Female,c,0.088961696,0.031313539,0.013057951,0.130254443
Chrysolophus pictus,Aves,Female,b0,-3.94980928,0.985194295,-6.001457581,-2.321869188
Chrysolophus pictus,Aves,Female,b1,0.152954975,0.064431883,0.054723263,0.29360812
Chrysolophus pictus,Aves,Male,a0,-3.586788747,0.659051743,-4.939888016,-2.316228665
Chrysolophus pictus,Aves,Male,a1,5.854189411,3.723351498,0.025553259,13.72453892
Chrysolophus pictus,Aves,Male,c,0.125325672,0.015852516,0.088901826,0.138624557
Chrysolophus pictus,Aves,Male,b0,-8.241085731,1.905721448,-12.89886617,-5.167258424
Chrysolophus pictus,Aves,Male,b1,0.412345587,0.119247109,0.206238436,0.694566763
Aythya ferina,Aves,Female,a0,-2.170202174,0.495047932,-3.286198989,-1.340175361
Aythya ferina,Aves,Female,a1,3.149087871,1.714460833,1.09242913,7.943261621
Aythya ferina,Aves,Female,c,0.040684318,0.018645223,0.00403406,0.071550488
Aythya ferina,Aves,Female,b0,-4.343657265,0.96160302,-6.707164043,-3.01988141
Aythya ferina,Aves,Female,b1,0.133555494,0.051572611,0.061092983,0.262821847
Aythya ferina,Aves,Male,a0,-2.743497697,0.666422716,-4.173588146,-1.57146643
Aythya ferina,Aves,Male,a1,5.185800573,2.954098924,0.698318615,12.03945869
Aythya ferina,Aves,Male,c,0.055401384,0.010739302,0.026338381,0.070966472
Aythya ferina,Aves,Male,b0,-6.249088079,1.245504726,-9.002516405,-3.973625891
Aythya ferina,Aves,Male,b1,0.247032571,0.068595618,0.120577406,0.394381216
Aythya fuligula,Aves,Female,a0,-1.299226081,0.26986458,-1.841207536,-0.791713259
Aythya fuligula,Aves,Female,a1,2.652790163,0.865143936,1.28001333,4.594871015
Aythya fuligula,Aves,Female,c,0.059159119,0.013375704,0.020529611,0.075245728
Aythya fuligula,Aves,Female,b0,-6.867114674,2.260462035,-12.00936696,-3.421840528
Aythya fuligula,Aves,Female,b1,0.239557923,0.117940831,0.066214024,0.51460781
Aythya fuligula,Aves,Male,a0,-1.672593968,0.208008448,-2.084070285,-1.273426004
Aythya fuligula,Aves,Male,a1,1.084621089,0.299987284,0.596248648,1.757644879
Aythya fuligula,Aves,Male,c,0.034039926,0.017236433,0.002395921,0.063454397
Aythya fuligula,Aves,Male,b0,-4.467126454,0.95615414,-6.652108475,-3.152191062
Aythya fuligula,Aves,Male,b1,0.115236589,0.045033935,0.049366794,0.220730525
Guira guira,Aves,Female,a0,-2.945560458,0.703703297,-4.424613044,-1.668451997
Guira guira,Aves,Female,a1,6.018417731,3.351953709,0.09767503,13.11721147
Guira guira,Aves,Female,c,0.118172906,0.034379697,0.024819985,0.162191244
Guira guira,Aves,Female,b0,-4.869133286,1.54945827,-8.287380092,-2.376039235
Guira guira,Aves,Female,b1,0.255576595,0.112673813,0.076639255,0.504378793
Guira guira,Aves,Male,a0,-1.553888168,0.468159176,-2.57195239,-0.746300767
Guira guira,Aves,Male,a1,5.039943179,2.248705492,1.617347436,10.28284215
Guira guira,Aves,Male,c,0.117352496,0.024781524,0.045072554,0.14726101
Guira guira,Aves,Male,b0,-6.64081975,2.556931116,-12.61655642,-2.817803266
Guira guira,Aves,Male,b1,0.33548462,0.173314447,0.074782106,0.730637763
Geococcyx californianus,Aves,Female,a0,-1.779685456,0.71603533,-3.401181586,-0.618581886
Geococcyx californianus,Aves,Female,a1,6.897720645,2.980873157,1.753202696,13.17798022
Geococcyx californianus,Aves,Female,c,0.102747135,0.046819493,0.00906541,0.178523599
Geococcyx californianus,Aves,Female,b0,-3.546667952,1.098918866,-6.183161253,-2.098344146
Geococcyx californianus,Aves,Female,b1,0.208951592,0.088316105,0.088110632,0.424857524
Geococcyx californianus,Aves,Male,a0,-0.974861291,0.472768403,-2.033620797,-0.148921734
Geococcyx californianus,Aves,Male,a1,6.848318143,2.397882177,2.823280781,12.04580795
Geococcyx californianus,Aves,Male,c,0.103971002,0.019574268,0.053677606,0.134330484
Geococcyx californianus,Aves,Male,b0,-6.433459567,1.813203792,-10.52930335,-3.38309567
Geococcyx californianus,Aves,Male,b1,0.39785654,0.148573293,0.147580036,0.732795968
Anas formosa,Aves,Female,a0,-2.096465967,0.742749796,-3.751686962,-0.82534958
Anas formosa,Aves,Female,a1,6.372776165,3.162071684,1.126968916,13.09467909
Anas formosa,Aves,Female,c,0.087207843,0.024404122,0.026566441,0.124393343
Anas formosa,Aves,Female,b0,-4.457753988,0.943165539,-6.439013206,-2.812148482
Anas formosa,Aves,Female,b1,0.255887237,0.074327418,0.129152761,0.409017877
Anas formosa,Aves,Male,a0,-1.713934963,0.670511806,-3.19716699,-0.546246399
Anas formosa,Aves,Male,a1,7.125270744,3.432222424,1.475095893,14.29414973
Anas formosa,Aves,Male,c,0.071590222,0.025598979,0.013166614,0.111647952
Anas formosa,Aves,Male,b0,-4.20577963,0.969623195,-6.393230455,-2.709150954
Anas formosa,Aves,Male,b1,0.201729704,0.068844404,0.097582822,0.357982248
Anas luzonica,Aves,Female,a0,-0.756488544,0.468538005,-1.745445979,0.055383892
Anas luzonica,Aves,Female,a1,11.28188709,3.015121568,5.835054089,17.83268642
Anas luzonica,Aves,Female,c,0.068556269,0.032155062,0.00486288,0.118423057
Anas luzonica,Aves,Female,b0,-4.54949086,1.98640186,-9.844884196,-2.54756455
Anas luzonica,Aves,Female,b1,0.187766167,0.120033358,0.053500062,0.499443545
Anas luzonica,Aves,Male,a0,-2.122547496,0.697629402,-3.634924903,-0.904706678
Anas luzonica,Aves,Male,a1,7.269905471,3.500603961,1.616887663,14.69432953
Anas luzonica,Aves,Male,c,0.08050662,0.017671966,0.031508666,0.105385305
Anas luzonica,Aves,Male,b0,-6.376824205,1.812325199,-10.43570686,-3.205879612
Anas luzonica,Aves,Male,b1,0.349510845,0.137232881,0.113763342,0.649948584
Anas melleri,Aves,Female,a0,-3.060848515,0.679536004,-4.520273751,-1.859652888
Anas melleri,Aves,Female,a1,5.138289938,3.300439351,0.326381939,12.67859727
Anas melleri,Aves,Female,c,0.104754605,0.036762883,0.014006297,0.150956045
Anas melleri,Aves,Female,b0,-5.175743337,2.5954543,-12.2838449,-2.314517085
Anas melleri,Aves,Female,b1,0.141028631,0.092115773,0.02083446,0.374140119
Anas melleri,Aves,Male,a0,-3.368663592,0.662166254,-4.749450984,-2.17913459
Anas melleri,Aves,Male,a1,4.89135117,3.345326398,0.124297798,12.23903378
Anas melleri,Aves,Male,c,0.122987766,0.023473569,0.050703412,0.149230164
Anas melleri,Aves,Male,b0,-7.765486216,3.420362841,-15.54498421,-2.671974835
Anas melleri,Aves,Male,b1,0.113898253,0.095198654,0.004460057,0.357950225
Anas querquedula,Aves,Female,a0,-1.852653642,0.720684788,-3.451643474,-0.627117152
Anas querquedula,Aves,Female,a1,6.6186908,3.150975022,1.09035062,13.49801479
Anas querquedula,Aves,Female,c,0.136204095,0.036031968,0.023025062,0.173609795
Anas querquedula,Aves,Female,b0,-6.432283101,3.210215635,-14.40123461,-2.164686035
Anas querquedula,Aves,Female,b1,0.179199506,0.134744765,0.013479697,0.514053715
Anas querquedula,Aves,Male,a0,-0.919042235,0.435181719,-1.867925953,-0.161320964
Anas querquedula,Aves,Male,a1,4.813261286,2.015421738,1.681576735,9.44665289
Anas querquedula,Aves,Male,c,0.123865027,0.02366063,0.056070713,0.154915611
Anas querquedula,Aves,Male,b0,-6.03799695,1.830112747,-9.992015889,-2.833017548
Anas querquedula,Aves,Male,b1,0.329775092,0.143381267,0.084856652,0.632961139
Anas cyanoptera,Aves,Female,a0,-1.452163274,0.16453331,-1.794815264,-1.14548261
Anas cyanoptera,Aves,Female,a1,0.879297491,0.208687677,0.49847448,1.312988943
Anas cyanoptera,Aves,Female,c,0.122665385,0.013074985,0.09097203,0.14279617
Anas cyanoptera,Aves,Female,b0,-9.802868419,2.65992123,-15.50003059,-5.057887418
Anas cyanoptera,Aves,Female,b1,0.56189651,0.188618087,0.206119746,0.952194451
Anas cyanoptera,Aves,Male,a0,-1.559510536,0.190534103,-1.95232932,-1.195458691
Anas cyanoptera,Aves,Male,a1,1.017579492,0.350771657,0.476585336,1.847452879
Anas cyanoptera,Aves,Male,c,0.105032233,0.021777362,0.042136905,0.132689237
Anas cyanoptera,Aves,Male,b0,-7.42486737,2.464081569,-13.55997464,-3.574476296
Anas cyanoptera,Aves,Male,b1,0.376537221,0.163788756,0.122606124,0.773327122
Chalcophaps indica,Aves,Female,a0,-0.931208129,0.323162201,-1.619800824,-0.361382436
Chalcophaps indica,Aves,Female,a1,10.08670142,2.394833244,5.732680419,15.11969273
Chalcophaps indica,Aves,Female,c,0.146298645,0.014403479,0.102439286,0.162916455
Chalcophaps indica,Aves,Female,b0,-8.157630187,3.263555298,-15.82209151,-3.175756824
Chalcophaps indica,Aves,Female,b1,0.189585386,0.138082841,0.00865588,0.512039851
Chalcophaps indica,Aves,Male,a0,-0.98929398,0.272186265,-1.555271184,-0.471655882
Chalcophaps indica,Aves,Male,a1,5.561828518,1.947847315,2.67702551,9.937620773
Chalcophaps indica,Aves,Male,c,0.10578463,0.015699858,0.064632017,0.126030721
Chalcophaps indica,Aves,Male,b0,-5.975830961,1.832238182,-10.52989115,-3.260744403
Chalcophaps indica,Aves,Male,b1,0.225795042,0.104932284,0.069404489,0.480820377
Treron calvus,Aves,Female,a0,-2.455940482,0.830409335,-4.233545179,-0.950774647
Treron calvus,Aves,Female,a1,4.466536598,3.138473715,0.132484385,11.60658524
Treron calvus,Aves,Female,c,0.224571389,0.044901918,0.100757378,0.291145212
Treron calvus,Aves,Female,b0,-8.147494753,3.403478228,-15.42027727,-2.444264156
Treron calvus,Aves,Female,b1,0.364764098,0.261460279,0.01502116,0.964986127
Treron calvus,Aves,Male,a0,-2.225691661,0.831932575,-3.996929292,-0.757575555
Treron calvus,Aves,Male,a1,3.705420649,2.910121729,0.204871297,10.73321973
Treron calvus,Aves,Male,c,0.173894506,0.040889543,0.062246342,0.237901139
Treron calvus,Aves,Male,b0,-8.115769189,3.405362743,-15.61733541,-2.719404478
Treron calvus,Aves,Male,b1,0.341645823,0.23391808,0.015593827,0.890812317
Ardeola idae,Aves,Female,a0,-2.583253958,0.760150455,-4.181855053,-1.292796825
Ardeola idae,Aves,Female,a1,3.388295538,3.394230213,0.076349072,11.69712319
Ardeola idae,Aves,Female,c,0.148608963,0.041540123,0.031411504,0.20920981
Ardeola idae,Aves,Female,b0,-10.41345324,3.186409094,-17.175349,-4.664504745
Ardeola idae,Aves,Female,b1,0.709670308,0.25900502,0.200548897,1.249335973
Ardeola idae,Aves,Male,a0,-2.757838478,0.78596954,-4.394681495,-1.312234983
Ardeola idae,Aves,Male,a1,4.903204131,3.335336252,0.129183434,12.27100524
Ardeola idae,Aves,Male,c,0.158151271,0.02859455,0.08745507,0.205519936
Ardeola idae,Aves,Male,b0,-9.432990291,3.245848927,-16.57831608,-3.765048246
Ardeola idae,Aves,Male,b1,0.655948923,0.246734672,0.20858985,1.173879104
Vanellus armatus,Aves,Female,a0,-1.885388351,0.426859377,-2.819318673,-1.123578004
Vanellus armatus,Aves,Female,a1,1.39124849,1.464506242,0.22615004,5.759029291
Vanellus armatus,Aves,Female,c,0.120014182,0.022822491,0.062298948,0.154786496
Vanellus armatus,Aves,Female,b0,-8.922357046,3.23847298,-16.13692738,-3.532366336
Vanellus armatus,Aves,Female,b1,0.191097311,0.137075913,0.007905566,0.506932629
Vanellus armatus,Aves,Male,a0,-1.647304733,0.427692056,-2.554493974,-0.874786365
Vanellus armatus,Aves,Male,a1,1.823092495,1.917408593,0.414740622,8.011214049
Vanellus armatus,Aves,Male,c,0.131581943,0.025022983,0.062879947,0.168107386
Vanellus armatus,Aves,Male,b0,-8.371554937,3.402762089,-15.99438284,-3.031238407
Vanellus armatus,Aves,Male,b1,0.193502611,0.145448523,0.006622442,0.530799929
Ara chloropterus,Aves,Female,a0,-2.449484361,0.542073344,-3.570347945,-1.480613221
Ara chloropterus,Aves,Female,a1,5.599651823,3.018164188,1.341577891,12.52202554
Ara chloropterus,Aves,Female,c,0.021951347,0.002767246,0.015788535,0.026626891
Ara chloropterus,Aves,Female,b0,-8.398471385,1.567461139,-12.15376153,-5.915675921
Ara chloropterus,Aves,Female,b1,0.151303286,0.040375147,0.085305969,0.244777611
Ara chloropterus,Aves,Male,a0,-2.290189169,0.466965749,-3.278042808,-1.437317281
Ara chloropterus,Aves,Male,a1,4.344449815,1.703782828,1.736510324,8.325983198
Ara chloropterus,Aves,Male,c,0.019603943,0.002432599,0.014482934,0.023983143
Ara chloropterus,Aves,Male,b0,-8.778404236,1.796494137,-13.80230846,-6.123407527
Ara chloropterus,Aves,Male,b1,0.154961204,0.04237581,0.087405501,0.271187915
Uraeginthus cyanocephalus,Aves,Female,a0,-1.959745982,0.832999065,-3.833682332,-0.655720821
Uraeginthus cyanocephalus,Aves,Female,a1,2.235227954,2.597407698,0.107948898,9.615882138
